"LookupType","LookupCode","Meaning","Description","Tag","LegislationCode"
"HRX_CA_TAX_PROCESSING_TYPE","N","Nonperiodic",,,
"HRX_CA_TAX_PROCESSING_TYPE","R","Regular",,,
"HRX_CH_CANTONS","EX","Abroad","Outside Switzerland.",,
"HRX_CH_CANTONS","AI","Appenzell Inner-Rhodes","Canton name for Appenzell Inner-Rhodes.",,
"HRX_CH_CANTONS","AR","Appenzell Outer-Rhodes","Canton name for Appenzell Outer-Rhodes.",,
"HRX_CH_CANTONS","AG","Argovia","Canton name for Argovia.",,
"HRX_CH_CANTONS","BL","Basle-Country","Canton name for Basle-Country.",,
"HRX_CH_CANTONS","BS","Basle-Town","Canton name for Basle-Town.",,
"HRX_CH_CANTONS","BE","Berne","Canton name for Berne.",,
"HRX_CH_CANTONS","FR","Fribourg","Canton name for Fribourg.",,
"HRX_CH_CANTONS","GE","Geneva","Canton name for Geneva.",,
"HRX_CH_CANTONS","GL","Glarus","Canton name for Glarus.",,
"HRX_CH_CANTONS","GR","Grisons","Canton name for St. Grisons.",,
"HRX_CH_CANTONS","JU","Jura","Canton name for Jura.",,
"HRX_CH_CANTONS","LU","Lucerne","Canton name for Lucerne.",,
"HRX_CH_CANTONS","NE","Neuchatel","Canton name for Neuchatel.",,
"HRX_CH_CANTONS","NW","Nidwalden","Canton name for Nidwalden.",,
"HRX_CH_CANTONS","OW","Obwalden","Canton name for Obwalden.",,
"HRX_CH_CANTONS","SH","Schaffhausen","Canton name for Schaffhausen.",,
"HRX_CH_CANTONS","SZ","Schwyz","Canton name for Schwyz.",,
"HRX_CH_CANTONS","SO","Solothurn","Canton name for Solothurn.",,
"HRX_CH_CANTONS","SG","St. Gall","Canton name for St. Gall.",,
"HRX_CH_CANTONS","TG","Thurgovia","Canton name for Thurgovia.",,
"HRX_CH_CANTONS","TI","Ticino","Canton name for Ticino.",,
"HRX_CH_CANTONS","UR","Uri","Canton name for Uri.",,
"HRX_CH_CANTONS","VS","Valais","Canton name for Valais.",,
"HRX_CH_CANTONS","VD","Vaud","Canton name for Vaud.",,
"HRX_CH_CANTONS","ZG","Zug","Canton name for Zug.",,
"HRX_CH_CANTONS","ZH","Zurich","Canton name for Zurich.",,
"HRX_CH_CBP_TYPE","CH_MONTH","Days present in Switzerland in a month","The number of days present in Switzerland in a month.",,
"HRX_CH_CBP_TYPE","CH_WEEK","Days present in Switzerland in a week","The number of days present in Switzerland in a week.",,
"HRX_CH_CBP_TYPE","CH_YEAR","Days present in Switzerland in a year","The number of days present in Switzerland in a year.",,
"HRX_CH_ORG_LAB_AGR_TYPE","CLA_ASS","CLA association","Type of labor agreement.",,
"HRX_CH_ORG_LAB_AGR_TYPE","CLA_BOG","CLA business organization government","Type of labor agreement.",,
"HRX_CH_ORG_LAB_AGR_TYPE","CCO_CLA","Collective contract outside collective labor agreement","Type of labor agreement.",,
"HRX_CH_ORG_LAB_AGR_TYPE","INDV_CON","Individual contract","Type of labor agreement.",,
"HRX_CH_POSITION_TYPE","CH_HIGHEST","Highest Management","The position belongs to the highest management.",,
"HRX_CH_POSITION_TYPE","CH_LOWER","Lower Management","The position belongs to the lower management.",,
"HRX_CH_POSITION_TYPE","CH_LOWEST","Lowest Management","The position belongs to the lowest management.",,
"HRX_CH_POSITION_TYPE","CH_MIDDLE","Middle Management","The position belongs to the middle management.",,
"HRX_CH_POSITION_TYPE","CH_NOT_A_MANAGER","Not a manager","The position does not belong to any management.",,
"HRX_CN_ABROAD_PURPOSE","43","Advanced studies",,,
"HRX_CN_ABROAD_PURPOSE","42","Attending conference",,,
"HRX_CN_ABROAD_PURPOSE","15","Attending exhibition or trade show",,,
"HRX_CN_ABROAD_PURPOSE","14","Attending international competition",,,
"HRX_CN_ABROAD_PURPOSE","21","Business",,,
"HRX_CN_ABROAD_PURPOSE","31","Construction foreign aid",,,
"HRX_CN_ABROAD_PURPOSE","10","Delegation of Communist Party or state",,,
"HRX_CN_ABROAD_PURPOSE","44","Discourse on an academic subject",,,
"HRX_CN_ABROAD_PURPOSE","12","Economic affairs delegation",,,
"HRX_CN_ABROAD_PURPOSE","66","Emigration",,,
"HRX_CN_ABROAD_PURPOSE","22","Exercise",,,
"HRX_CN_ABROAD_PURPOSE","33","Export labor services",,,
"HRX_CN_ABROAD_PURPOSE","64","Inheritance",,,
"HRX_CN_ABROAD_PURPOSE","36","International transportation",,,
"HRX_CN_ABROAD_PURPOSE","20","Introducing technology or equipment",,,
"HRX_CN_ABROAD_PURPOSE","34","Jointly operated project",,,
"HRX_CN_ABROAD_PURPOSE","13","Literary affairs delegation",,,
"HRX_CN_ABROAD_PURPOSE","23","Manufacturing supervision",,,
"HRX_CN_ABROAD_PURPOSE","63","Marriage",,,
"HRX_CN_ABROAD_PURPOSE","11","Military affairs delegation",,,
"HRX_CN_ABROAD_PURPOSE","65","Obtaining employment",,,
"HRX_CN_ABROAD_PURPOSE","40","On-the-spot investigation",,,
"HRX_CN_ABROAD_PURPOSE","99","Other reasons",,,
"HRX_CN_ABROAD_PURPOSE","01","Permanent at diplomatic mission",,,
"HRX_CN_ABROAD_PURPOSE","02","Permanent at international organization",,,
"HRX_CN_ABROAD_PURPOSE","04","Permanent at other overseas organization",,,
"HRX_CN_ABROAD_PURPOSE","41","Receiving award",,,
"HRX_CN_ABROAD_PURPOSE","39","Science and technology cooperation",,,
"HRX_CN_ABROAD_PURPOSE","05","Short term at diplomatic mission",,,
"HRX_CN_ABROAD_PURPOSE","06","Short term at international organization",,,
"HRX_CN_ABROAD_PURPOSE","08","Short term at other overseas organization",,,
"HRX_CN_ABROAD_PURPOSE","70","Special mission",,,
"HRX_CN_ABROAD_PURPOSE","46","Studying abroad on own fund",,,
"HRX_CN_ABROAD_PURPOSE","47","Studying abroad on own fund with state aid",,,
"HRX_CN_ABROAD_PURPOSE","45","Studying abroad on state fund",,,
"HRX_CN_ABROAD_PURPOSE","30","Technological foreign aid",,,
"HRX_CN_ABROAD_PURPOSE","60","Tourism",,,
"HRX_CN_ABROAD_PURPOSE","32","Training foreign aid",,,
"HRX_CN_ABROAD_PURPOSE","61","Visiting family",,,
"HRX_CN_ABROAD_PURPOSE","62","Visiting friends",,,
"HRX_CN_ABROAD_PURPOSE","37","Working on a ship",,,
"HRX_CN_ACCOUNT_STATUS","CLOSED","Closed",,,
"HRX_CN_ACCOUNT_STATUS","OPEN","Open",,,
"HRX_CN_ACCOUNT_STATUS","SUSPEND","Suspended",,,
"HRX_CN_ACCOUNT_STATUS","TRANSFER IN","Transfer in",,,
"HRX_CN_ACCOUNT_STATUS","TRANSFER OUT","Transfer out",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","10","Death",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","01","New enrollment",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","11","Other",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","05","Re-enrollment",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","06","Retirement",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","09","Termination of employment contract",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","04","Transfer in from different administrative area",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","03","Transfer in from same administrative area",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","02","Transfer in from same district",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","08","Transfer out to different administrative area",,,
"HRX_CN_ACCT_STATUS_CHG_REASON","07","Transfer out to same administrative area",,,
"HRX_CN_CB_LOWER_CALC_METHOD","NA","Not applicable",,,
"HRX_CN_CB_LOWER_CALC_METHOD","CITY_LOWEST_AVERAGE","City lowest average monthly salary, previous year",,,
"HRX_CN_CB_LOWER_CALC_METHOD","CITY_AVERAGE:0.6","60 percent of city average monthly salary, previous year",,,
"HRX_CN_CB_LOWER_CALC_METHOD","PROVINCIAL_AVERAGE:0.6","60 percent of provincial average monthly salary, previous year",,,
"HRX_CN_CB_LOWER_CALC_METHOD","FIXED","Fixed amount",,,
"HRX_CN_CB_SWITCH_MONTH","NA","Not applicable",,,
"HRX_CN_CB_SWITCH_MONTH","01","January",,,
"HRX_CN_CB_SWITCH_MONTH","02","February",,,
"HRX_CN_CB_SWITCH_MONTH","03","March",,,
"HRX_CN_CB_SWITCH_MONTH","04","April",,,
"HRX_CN_CB_SWITCH_MONTH","05","May",,,
"HRX_CN_CB_SWITCH_MONTH","06","June",,,
"HRX_CN_CB_SWITCH_MONTH","07","July",,,
"HRX_CN_CB_SWITCH_MONTH","08","August",,,
"HRX_CN_CB_SWITCH_MONTH","09","September",,,
"HRX_CN_CB_SWITCH_MONTH","10","October",,,
"HRX_CN_CB_SWITCH_MONTH","11","November",,,
"HRX_CN_CB_SWITCH_MONTH","12","December",,,
"HRX_CN_CB_SWITCH_PERIOD_TYPE","YEARLY","Yearly in a specified month",,,
"HRX_CN_CB_SWITCH_PERIOD_TYPE","MONTHLY","Monthly",,,
"HRX_CN_CB_UPPER_CALC_METHOD","NA","Not applicable",,,
"HRX_CN_CB_UPPER_CALC_METHOD","CITY_AVERAGE:3","3 times city average monthly salary, previous year","Three times the average monthly city salary in the previous year.",,
"HRX_CN_CB_UPPER_CALC_METHOD","CITY_AVERAGE:5","5 times city average monthly salary, previous year","Five times the average monthly city salary in the previous year.",,
"HRX_CN_CB_UPPER_CALC_METHOD","PROVINCIAL_AVERAGE:3","3 times provincial average monthly salary, previous year","Three times the average monthly provincial salary in the previous year.",,
"HRX_CN_CB_UPPER_CALC_METHOD","FIXED","Fixed amount",,,
"HRX_CN_CONT_BASE_CALC_METHOD","NA","Not applicable",,,
"HRX_CN_CONT_BASE_CALC_METHOD","AVERAGE","Average monthly salary in previous year",,,
"HRX_CN_CONT_BASE_CALC_METHOD","PREVIOUS_SWITCH","Monthly salary in previous month of switch month",,,
"HRX_CN_CONT_BASE_CALC_METHOD","CURRENT","Current monthly salary",,,
"HRX_CN_CONT_BASE_CALC_METHOD","PREVIOUS","Previous monthly salary",,,
"HRX_CN_CONT_BASE_CALC_METHOD","CITY_LOWEST_AVERAGE","City lowest average monthly salary in previous year",,,
"HRX_CN_CONT_BASE_CALC_METHOD","CITY_AVERAGE:0.6","60 percent of city average monthly salary in previous year",,,
"HRX_CN_CONT_BASE_CALC_METHOD","PROVINCIAL_AVERAGE:0.6","60 percent of provincial average monthly salary last year",,,
"HRX_CN_CONT_BASE_CALC_METHOD","FIXED","Fixed amount",,,
"HRX_CN_DOC_TYPE_AND_FORMULA","FOREIGNER_CODE","Foreigner Code",,,
"HRX_CN_DOC_TYPE_AND_FORMULA","FORMULA1","Formula 1",,,
"HRX_CN_DOC_TYPE_AND_FORMULA","HK_MACAO_TAIWAN_PASS","Hong Kong, Macao, or Taiwan Pass",,,
"HRX_CN_DOC_TYPE_AND_FORMULA","IDENT","Identification",,,
"HRX_CN_DOC_TYPE_AND_FORMULA","PASSPORT","Passport",,,
"HRX_CN_DURATION_UNIT","D","Days",,,
"HRX_CN_DURATION_UNIT","M","Months",,,
"HRX_CN_DURATION_UNIT","W","Weeks",,,
"HRX_CN_DURATION_UNIT","Y","Years",,,
"HRX_CN_ENTERPRISE_CATEGORY","3","Juridical association",,,
"HRX_CN_ENTERPRISE_CATEGORY","1","Juridical enterprise",,,
"HRX_CN_ENTERPRISE_CATEGORY","4","Juridical government organization",,,
"HRX_CN_ENTERPRISE_CATEGORY","2","Juridical institution",,,
"HRX_CN_ENTERPRISE_CATEGORY","7","Nonjuridical association",,,
"HRX_CN_ENTERPRISE_CATEGORY","5","Nonjuridical enterprise",,,
"HRX_CN_ENTERPRISE_CATEGORY","8","Nonjuridical government organization",,,
"HRX_CN_ENTERPRISE_CATEGORY","6","Nonjuridical institution",,,
"HRX_CN_FILE_ARCHIVE","4","Film",,,
"HRX_CN_FILE_ARCHIVE","1","No file exists",,,
"HRX_CN_FILE_ARCHIVE","2","Original copy",,,
"HRX_CN_FILE_ARCHIVE","7","Original copy and film",,,
"HRX_CN_FILE_ARCHIVE","6","Original copy and secondary copy",,,
"HRX_CN_FILE_ARCHIVE","5","Original copy, secondary copy, and film",,,
"HRX_CN_FILE_ARCHIVE","9","Other",,,
"HRX_CN_FILE_ARCHIVE","3","Secondary copy",,,
"HRX_CN_FILE_ARCHIVE","8","Secondary copy and film",,,
"HRX_CN_FUNDING_SOURCE","4","Employee","Funding expenses borne by the employee.",,
"HRX_CN_FUNDING_SOURCE","2","Employer","Funding sponsored by the employer.",,
"HRX_CN_FUNDING_SOURCE","3","Foreign organization or foreign individual","Funding sponsored by a foreign organization or individual.",,
"HRX_CN_FUNDING_SOURCE","1","Nation","Funding sponsored by the nation.",,
"HRX_CN_FUNDING_SOURCE","9","Other","Funding sponsored by other means.",,
"HRX_CN_HEALTH_STATUS","D","Disabled",,,
"HRX_CN_HEALTH_STATUS","H","Healthy",,,
"HRX_CN_HEALTH_STATUS","C","Ill",,,
"HRX_CN_HEALTH_STATUS","W","Normal",,,
"HRX_CN_HEALTH_STATUS","P","Physiological defect",,,
"HRX_CN_HUKOU_LOCATION","340000","Anhui Sheng",,,
"HRX_CN_HUKOU_LOCATION","110000","Beijing Shi",,,
"HRX_CN_HUKOU_LOCATION","500000","Chongqing Shi",,,
"HRX_CN_HUKOU_LOCATION","350000","Fujian Sheng",,,
"HRX_CN_HUKOU_LOCATION","620000","Gansu Sheng",,,
"HRX_CN_HUKOU_LOCATION","440000","Guangdong Sheng",,,
"HRX_CN_HUKOU_LOCATION","450000","Guangxi Zhuangzu Zizhiqu",,,
"HRX_CN_HUKOU_LOCATION","520000","Guizhou Sheng",,,
"HRX_CN_HUKOU_LOCATION","460000","Hainan Sheng",,,
"HRX_CN_HUKOU_LOCATION","130000","Hebei Sheng",,,
"HRX_CN_HUKOU_LOCATION","230000","Heilongjiang Sheng",,,
"HRX_CN_HUKOU_LOCATION","410000","Henan Sheng",,,
"HRX_CN_HUKOU_LOCATION","810000","Hong Kong Tebiexingzhengqu",,,
"HRX_CN_HUKOU_LOCATION","420000","Hubei Sheng",,,
"HRX_CN_HUKOU_LOCATION","430000","Hunan Sheng",,,
"HRX_CN_HUKOU_LOCATION","320000","Jiangsu Sheng",,,
"HRX_CN_HUKOU_LOCATION","360000","Jiangxi Sheng",,,
"HRX_CN_HUKOU_LOCATION","220000","Jilin Sheng",,,
"HRX_CN_HUKOU_LOCATION","210000","Liaoning Sheng",,,
"HRX_CN_HUKOU_LOCATION","820000","Macao Tebiexingzhengqu",,,
"HRX_CN_HUKOU_LOCATION","150000","Nei Mongol Zizhiqu",,,
"HRX_CN_HUKOU_LOCATION","640000","Ningxia Huizu Zizhiqu",,,
"HRX_CN_HUKOU_LOCATION","990000","Other",,,
"HRX_CN_HUKOU_LOCATION","630000","Qinghai Sheng",,,
"HRX_CN_HUKOU_LOCATION","610000","Shaanxi Sheng",,,
"HRX_CN_HUKOU_LOCATION","370000","Shandong Sheng",,,
"HRX_CN_HUKOU_LOCATION","310000","Shanghai Shi",,,
"HRX_CN_HUKOU_LOCATION","140000","Shanxi Sheng",,,
"HRX_CN_HUKOU_LOCATION","510000","Sichuan Sheng",,,
"HRX_CN_HUKOU_LOCATION","710000","Taiwan Sheng",,,
"HRX_CN_HUKOU_LOCATION","120000","Tianjin Shi",,,
"HRX_CN_HUKOU_LOCATION","650000","Xinjiang Uygur Zizhiqu",,,
"HRX_CN_HUKOU_LOCATION","540000","Xizang Zizhiqu",,,
"HRX_CN_HUKOU_LOCATION","530000","Yunnan Sheng",,,
"HRX_CN_HUKOU_LOCATION","330000","Zhejiang Sheng",,,
"HRX_CN_HUKOU_TYPE","2","City resident",,,
"HRX_CN_HUKOU_TYPE","1","Farmer",,,
"HRX_CN_HUKOU_TYPE","5","Local city resident - permanent",,,
"HRX_CN_HUKOU_TYPE","6","Local city resident - temporary",,,
"HRX_CN_HUKOU_TYPE","3","Local farmer",,,
"HRX_CN_HUKOU_TYPE","7","Nonlocal city resident",,,
"HRX_CN_HUKOU_TYPE","4","Nonlocal farmer",,,
"HRX_CN_HUKOU_TYPE","9","Other",,,
"HRX_CN_IDENTITY","4","Cadre",,,
"HRX_CN_IDENTITY","5","Civil servant",,,
"HRX_CN_IDENTITY","2","Farmer",,,
"HRX_CN_IDENTITY","6","Member of the Chinese People's Liberation Army",,,
"HRX_CN_IDENTITY","9","Other",,,
"HRX_CN_IDENTITY","3","Student",,,
"HRX_CN_IDENTITY","7","Unemployed",,,
"HRX_CN_IDENTITY","1","Worker",,,
"HRX_CN_INCOME_ITEM_BEIJING","0101","0101-01Wages, Salaries - Regular Monthly Wages and Salaries",,,
"HRX_CN_INCOME_ITEM_BEIJING","0102","0102-01Wages, Salaries - Annual Bonuses",,,
"HRX_CN_INCOME_ITEM_BEIJING","0103","0103-01Wages, Salaries - Multiple-Month Bonus Payments for No Domicile Personnel",,,
"HRX_CN_INCOME_ITEM_BEIJING","0105","0105-01Wages, Salaries - Special Industry Salaries",,,
"HRX_CN_INCOME_ITEM_BEIJING","0107","0107-01Wages, Salaries - Severance Payments",,,
"HRX_CN_INCOME_ITEM_BEIJING","ALL","All",,,
"HRX_CN_INCOME_ITEM_SHANGHAI","010000","Monthly Wages and Salaries",,,
"HRX_CN_INCOME_ITEM_SHANGHAI","010001","Multiple-Month Bonus Payments",,,
"HRX_CN_INCOME_ITEM_SHANGHAI","010003","Yearly Rated Salaries",,,
"HRX_CN_INCOME_ITEM_SHANGHAI","010007","One-Time Severance Payments",,,
"HRX_CN_INCOME_MONTH","01","January",,,
"HRX_CN_INCOME_MONTH","02","February",,,
"HRX_CN_INCOME_MONTH","03","March",,,
"HRX_CN_INCOME_MONTH","04","April",,,
"HRX_CN_INCOME_MONTH","05","May",,,
"HRX_CN_INCOME_MONTH","06","June",,,
"HRX_CN_INCOME_MONTH","07","July",,,
"HRX_CN_INCOME_MONTH","08","August",,,
"HRX_CN_INCOME_MONTH","09","September",,,
"HRX_CN_INCOME_MONTH","10","October",,,
"HRX_CN_INCOME_MONTH","11","November",,,
"HRX_CN_INCOME_MONTH","12","December",,,
"HRX_CN_INS_CONT_DEFERRED_TYPE","NA","Not applicable",,,
"HRX_CN_INS_CONT_DEFERRED_TYPE","CURRENT_PERIOD","Defer until probation period end date",,,
"HRX_CN_INS_CONT_DEFERRED_TYPE","NEXT_PERIOD","Defer until next month of probation period end date",,,
"HRX_CN_LESS_THAN_ONE_YUAN","LESS_THAN_OR_EQUAL","No payment if tax payable less than or equal to one yuan",,,
"HRX_CN_LESS_THAN_ONE_YUAN","LESS_THAN","No payment if tax payable less than one yuan",,,
"HRX_CN_LESS_THAN_ONE_YUAN","NO_EXEMPTION","No exemption",,,
"HRX_CN_MILITARY_LEVEL","01","Army",,,
"HRX_CN_MILITARY_LEVEL","07","Battalion",,,
"HRX_CN_MILITARY_LEVEL","09","Company",,,
"HRX_CN_MILITARY_LEVEL","02","Deputy Army",,,
"HRX_CN_MILITARY_LEVEL","08","Deputy Battalion",,,
"HRX_CN_MILITARY_LEVEL","10","Deputy Company",,,
"HRX_CN_MILITARY_LEVEL","04","Deputy Division",,,
"HRX_CN_MILITARY_LEVEL","06","Deputy Regiment",,,
"HRX_CN_MILITARY_LEVEL","03","Division",,,
"HRX_CN_MILITARY_LEVEL","11","Platoon",,,
"HRX_CN_MILITARY_LEVEL","05","Regiment",,,
"HRX_CN_MILITARY_RANK","13","Captain",,,
"HRX_CN_MILITARY_RANK","23","Colonel",,,
"HRX_CN_MILITARY_RANK","12","First lieutenant",,,
"HRX_CN_MILITARY_RANK","33","General",,,
"HRX_CN_MILITARY_RANK","22","Lieutenant colonel",,,
"HRX_CN_MILITARY_RANK","32","Lieutenant general",,,
"HRX_CN_MILITARY_RANK","21","Major",,,
"HRX_CN_MILITARY_RANK","31","Major general",,,
"HRX_CN_MILITARY_RANK","11","Second lieutenant",,,
"HRX_CN_MILITARY_RANK","24","Senior colonel",,,
"HRX_CN_MILITARY_RANK","34","Senior general",,,
"HRX_CN_PARTY_EXCEPTION","34","Dismissed from the party",,,
"HRX_CN_PARTY_EXCEPTION","11","Granting of formal membership postponed",,,
"HRX_CN_PARTY_EXCEPTION","31","Left the party automatically",,,
"HRX_CN_PARTY_EXCEPTION","32","Name removed from the membership roll",,,
"HRX_CN_PARTY_EXCEPTION","99","Other",,,
"HRX_CN_PARTY_EXCEPTION","33","Probationary party member qualification canceled",,,
"HRX_CN_PARTY_EXCEPTION","21","Registration not granted",,,
"HRX_CN_PARTY_EXCEPTION","22","Registration postponed",,,
"HRX_CN_PARTY_EXCEPTION","02","Rejoined the party",,,
"HRX_CN_PARTY_EXCEPTION","01","Transferred from Communist Youth League",,,
"HRX_CN_PARTY_STATUS","FR","Formal",,,
"HRX_CN_PARTY_STATUS","OT","Other",,,
"HRX_CN_PARTY_STATUS","PR","Probationary",,,
"HRX_CN_PARTY_STATUS","QT","Resigned",,,
"HRX_CN_PARTY_TYPE","13","General public without party affiliation",,,
"HRX_CN_PARTY_TYPE","07","Member of China Association of Promoting Democracy",,,
"HRX_CN_PARTY_TYPE","06","Member of China Democratic Construction Association",,,
"HRX_CN_PARTY_TYPE","05","Member of China Democratic League",,,
"HRX_CN_PARTY_TYPE","08","Member of China Peasants' and Workers' Democratic Party",,,
"HRX_CN_PARTY_TYPE","09","Member of China Zhi Gong Dang",,,
"HRX_CN_PARTY_TYPE","10","Member of Jiu San Society",,,
"HRX_CN_PARTY_TYPE","11","Member of Taiwan Democratic Self-Government",,,
"HRX_CN_PARTY_TYPE","01","Member of the Communist Party of China",,,
"HRX_CN_PARTY_TYPE","03","Member of the Communist Youth League of China",,,
"HRX_CN_PARTY_TYPE","04","Member of the Kuomingtang Revolution Committee of China",,,
"HRX_CN_PARTY_TYPE","02","Probationary member of Communist Party of China",,,
"HRX_CN_PARTY_TYPE","12","Public figure without party affiliation",,,
"HRX_CN_REPORT_TYPE","REGULAR_LOCAL","Regular Wages and Salaries for Local Citizens",,,
